"test","year","month"
9.74680015563963,1975,4
5.07238710403441,1975,5
5.17053325653074,1975,6
4.60180644989011,1975,7
6.90258075714108,1975,8
11.4875996398926,1975,9
14.4000001907348,1975,10
16.2997338867187,1975,11
23.3269679260254,1975,12
21.4058068847656,1976,1
19.1242762756348,1976,2
13.8912260055541,1976,3
9.68319995880125,1976,4
5.500129032135,1976,5
5.03706653594968,1976,6
5.59367740631102,1976,7
7.8609034347534,1976,8
11.5477331924438,1976,9
14.4531610488891,1976,10
18.1522663116455,1976,11
17.5670967102051,1976,12
21.8099353790283,1977,1
19.455,1977,2
12.7316128540038,1977,3
7.99813343048094,1977,4
5.72916116714475,1977,5
4.98439998626707,1977,6
5.72012891769409,1977,7
8.36709674835205,1977,8
12.5006666564941,1977,9
16.0481293487549,1977,10
17.7605332183838,1977,11
20.2630973815918,1977,12
20.0301937103272,1978,1
19.0715715789795,1978,2
14.5183227157593,1978,3
9.22706687927245,1978,4
5.58941936492918,1978,5
5.49039999008174,1978,6
4.71303215026853,1978,7
7.61716127395628,1978,8
11.9337331008911,1978,9
15.7882582473755,1978,10
17.9641329193115,1978,11
18.6256774139404,1978,12
22.8945805358887,1979,1
18.4864288330078,1979,2
13.4948387145996,1979,3
9.25386669158933,1979,4
6.36245174407957,1979,5
4.52106664657593,1979,6
5.46219358444213,1979,7
7.37664527893065,1979,8
8.95400024414059,1979,9
15.999741973877,1979,10
18.7457330322266,1979,11
19.1058068084717,1979,12
20.3474838256836,1980,1
17.9034477233887,1980,2
13.067354850769,1980,3
9.35546661376953,1980,4
5.61587085723876,1980,5
4.12266658782958,1980,6
5.09393548965452,1980,7
7.09999999999999,1980,8
10.1942663192749,1980,9
15.2225804519653,1980,10
19.6346669006348,1980,11
21.7110974121094,1980,12
23.484903793335,1981,1
18.9155712890625,1981,2
11.7322578430176,1981,3
8.70600006103517,1981,4
6.11393537521362,1981,5
4.64133340835569,1981,6
5.18425798416137,1981,7
7.16735477447508,1981,8
10.6792002105713,1981,9
15.7743227767944,1981,10
19.6614672088623,1981,11
21.8950972747803,1981,12
21.5729032897949,1982,1
19.6892861175537,1982,2
14.2726453781128,1982,3
9.12106685638428,1982,4
4.87909688949584,1982,5
5.20999988555908,1982,6
6.12141923904419,1982,7
7.63535470962528,1982,8
11.6076000595093,1982,9
16.6852899169922,1982,10
19.5745333862305,1982,11
21.7957421875,1982,12
20.1487742614746,1983,1
18.9425717926026,1983,2
12.2917420578003,1983,3
9.15799987792969,1983,4
5.79045181274414,1983,5
4.60573343276977,1983,6
5.32812919616699,1983,7
7.23341922760009,1983,8
10.8314664840698,1983,9
16.6379353332519,1983,10
17.6721334075928,1983,11
22.4856771850586,1983,12
19.9309677886963,1984,1
18.7227589416504,1984,2
13.5664517974853,1984,3
9.59800010681153,1984,4
6.19677410125731,1984,5
4.85786657333373,1984,6
5.48038711547851,1984,7
6.12670955657959,1984,8
10.2470669174194,1984,9
15.8723867797852,1984,10
20.219599609375,1984,11
20.5771606445312,1984,12
19.862064743042,1985,1
18.6875720977783,1985,2
13.9330322647095,1985,3
9.82413345336911,1985,4
6.31161308288574,1985,5
4.77560012817381,1985,6
5.63329019546508,1985,7
7.73651599884032,1985,8
12.5645333099365,1985,9
16.5851616668701,1985,10
19.0342666625976,1985,11
17.9190964508056,1985,12
21.7251617431641,1986,1
17.6609996795655,1986,2
15.0896773910523,1986,3
8.76999984741212,1986,4
5.93767747879028,1986,5
4.85466665267943,1986,6
4.52270965576171,1986,7
7.97729034423826,1986,8
10.5433333969116,1986,9
14.7316128540039,1986,10
21.6306667327881,1986,11
20.7740647125244,1986,12
16.302839050293,1987,1
18.3732857513428,1987,2
12.9118709564209,1987,3
9.84600021362307,1987,4
6.06245155334473,1987,5
4.30826665878296,1987,6
6.14116115570068,1987,7
8.07496776580811,1987,8
12.0105331802368,1987,9
16.6881288146973,1987,10
18.4938665008545,1987,11
21.8534190368653,1987,12
20.5341938018799,1988,1
19.7620692443848,1988,2
16.2184516143799,1988,3
10.5057329940796,1988,4
5.3442582130432,1988,5
5.15106666564943,1988,6
5.42283878326415,1988,7
8.09767749786376,1988,8
11.3508003234863,1988,9
13.5765159988403,1988,10
20.1954662322998,1988,11
22.0212908172608,1988,12
21.5378064727783,1989,1
19.1371424865723,1989,2
14.4198711395263,1989,3
9.81600017547606,1989,4
6.4974193572998,1989,5
5.57333330154419,1989,6
6.07187091827391,1989,7
8.32503196716307,1989,8
12.6932000350952,1989,9
15.1489031600952,1989,10
22.0220001220703,1989,11
23.077161026001,1989,12
23.0940642547608,1990,1
17.937286529541,1990,2
15.5205159378052,1990,3
10.1209336471557,1990,4
6.65225791931153,1990,5
4.67986658096313,1990,6
5.14683866500854,1990,7
8.44464523315428,1990,8
12.9204000473022,1990,9
16.1165163421631,1990,10
21.3523997497559,1990,11
19.7954837799073,1990,12
20.8015479278565,1991,1
20.3237142944336,1991,2
14.8899354934693,1991,3
9.72973308563233,1991,4
6.67974176406861,1991,5
4.53093338012695,1991,6
5.59832248687743,1991,7
6.93058071136473,1991,8
11.6629331207276,1991,9
16.4227088165284,1991,10
17.3824002838135,1991,11
21.2403868103028,1991,12
18.054065246582,1992,1
19.6682757568359,1992,2
13.6694194793701,1992,3
8.57573356628418,1992,4
6.35638723373414,1992,5
5.24746652603148,1992,6
5.18490304946901,1992,7
7.31600017547606,1992,8
11.0205330276489,1992,9
17.0668389129639,1992,10
19.0786663818359,1992,11
19.802838973999,1992,12
20.0583223724366,1993,1
17.878571395874,1993,2
14.4112259674072,1993,3
10.1477333450318,1993,4
5.72774171829225,1993,5
4.33853328704834,1993,6
5.38361301422119,1993,7
8.10735481262207,1993,8
13.6550665664673,1993,9
15.8473548126221,1993,10
18.6146661376953,1993,11
20.2850327301026,1993,12
22.2723873901368,1994,1
19.7438571929932,1994,2
16.7686447906494,1994,3
9.8685333633423,1994,4
6.18141927719115,1994,5
5.81306661605833,1994,6
5.98748388290405,1994,7
9.33432273864745,1994,8
13.0061335372925,1994,9
18.2890326690674,1994,10
19.5124005889893,1994,11
26.3477416992188,1994,12
22.9821935272217,1995,1
20.1325709533691,1995,2
15.3735482025146,1995,3
10.0870667266846,1995,4
6.90025815963744,1995,5
5.39613328933713,1995,6
5.60722579956052,1995,7
9.09677455902101,1995,8
12.7738668823242,1995,9
18.1367744445801,1995,10
19.6243998718262,1995,11
22.6326452636719,1995,12
22.3784516143799,1996,1
18.9605516052246,1996,2
14.9157417297363,1996,3
9.94106685638424,1996,4
7.31393566131591,1996,5
5.30320018768308,1996,6
5.65393543243405,1996,7
8.83664493560789,1996,8
12.1367997741699,1996,9
18.0178067779541,1996,10
21.2581337738037,1996,11
24.9463230895996,1996,12
23.216128616333,1997,1
19.0545710754395,1997,2
14.5449031829834,1997,3
9.62933349609375,1997,4
6.69677410125731,1997,5
5.92960002899169,1997,6
6.37987108230588,1997,7
7.9762580871582,1997,8
13.1152003097534,1997,9
17.4767739105225,1997,10
21.2221332550049,1997,11
22.98787109375,1997,12
22.6387091064453,1998,1
18.9080005645752,1998,2
15.1576775741577,1998,3
8.41106689453126,1998,4
6.2992259979248,1998,5
5.03359981536864,1998,6
6.18670959472654,1998,7
9.64967746734616,1998,8
11.8582666015625,1998,9
16.738581237793,1998,10
20.3687994384765,1998,11
21.9407743835449,1998,12
22.2519997406006,1999,1
16.9221431732177,1999,2
14.1561290359497,1999,3
10.693200263977,1999,4
5.96929035186767,1999,5
5.56933349609374,1999,6
5.81290340423583,1999,7
8.77754859924315,1999,8
12.5754667282105,1999,9
17.2503227996826,1999,10
21.2966663360595,1999,11
22.6228382873535,1999,12
21.4479999542236,2000,1
21.2689659881592,2000,2
15.0969029998779,2000,3
10.983466796875,2000,4
6.58012895584106,2000,5
5.43266674041746,2000,6
5.75806444168089,2000,7
9.38451618194578,2000,8
11.098133354187,2000,9
15.9327739715576,2000,10
22.2902657318115,2000,11
23.6916125488281,2000,12
22.3402575683594,2001,1
19.9892854309082,2001,2
14.0606451034546,2001,3
10.2753337478638,2001,4
7.34877433776853,2001,5
4.37306674957273,2001,6
6.16696767807003,2001,7
7.34387111663816,2001,8
12.0266667175293,2001,9
16.7802577209472,2001,10
20.0834668731689,2001,11
19.7927745056152,2001,12
19.6703216552734,2002,1
18.6721424865722,2002,2
15.3402577590942,2002,3
11.2877334976196,2002,4
7.34812887191771,2002,5
4.6156001281738,2002,6
5.69199991226196,2002,7
8.79032257080076,2002,8
12.0507997131347,2002,9
16.0178067016601,2002,10
20.5657331848145,2002,11
20.8979355621337,2002,12
23.5485164642334,2003,1
20.2338569641113,2003,2
14.6464519500732,2003,3
11.3084001159668,2003,4
6.6941934585571,2003,5
4.99626672744748,2003,6
5.86335496902463,2003,7
8.4516129684448,2003,8
12.4763998031616,2003,9
16.7129032897949,2003,10
22.329066696167,2003,11
22.2246454620361,2003,12
20.9250326538086,2004,1
19.6477238464356,2004,2
14.3669675445557,2004,3
9.89480018615722,2004,4
6.34232242584226,2004,5
4.77426649093626,2004,6
6.13948383331296,2004,7
8.48735492706298,2004,8
12.5262666320801,2004,9
18.537161026001,2004,10
18.6934661102295,2004,11
23.1896775817871,2004,12
21.8009036254883,2005,1
18.013429107666,2005,2
14.6772905731201,2005,3
10.0810667800903,2005,4
6.84903240203857,2005,5
5.49653324127195,2005,6
5.91677427291869,2005,7
7.89096784591674,2005,8
12.276533203125,2005,9
16.9469668579101,2005,10
20.783999633789,2005,11
19.9785810089111,2005,12
23.0327739715576,2006,1
18.1768572998047,2006,2
15.5494194793701,2006,3
9.33733318328854,2006,4
6.7396128463745,2006,5
5.67719991683958,2006,6
5.82722566604611,2006,7
9.20632247924805,2006,8
13.0193334579468,2006,9
18.9660646057129,2006,10
20.9606661224365,2006,11
23.7810325622558,2006,12
20.0927745819092,2007,1
20.606142501831,2007,2
14.8900646972656,2007,3
11.4174668121338,2007,4
6.56258058547973,2007,5
5.90586681365963,2007,6
5.94000015258786,2007,7
8.38541915893555,2007,8
12.2950668716431,2007,9
16.7661939239502,2007,10
21.7718667602539,2007,11
20.7589674377441,2007,12
25.3101935577393,2008,1
18.8721377563477,2008,2
15.5418064880371,2008,3
9.877466506958,2008,4
5.92322587966919,2008,5
5.2374666404724,2008,6
6.07651607513426,2008,7
8.79600021362303,2008,8
11.8505333328247,2008,9
17.2770317077637,2008,10
18.275866394043,2008,11
20.2539347839356,2008,12
22.3030962371827,2009,1
19.4721431732178,2009,2
13.5612902450562,2009,3
10.0022666549683,2009,4
6.54361293792723,2009,5
4.59306667327879,2009,6
5.29806463241576,2009,7
7.07070962905882,2009,8
10.8879998397827,2009,9
17.9409028625488,2009,10
19.306266708374,2009,11
21.5647749328613,2009,12
22.7059350585938,2010,1
18.879143447876,2010,2
13.9954836273193,2010,3
8.50040008544921,2010,4
6.639096660614,2010,5
5.16693338394163,2010,6
5.74438695907591,2010,7
7.61251611709592,2010,8
10.7101331329345,2010,9
16.5011605834961,2010,10
18.3322673034668,2010,11
19.0027102661133,2010,12
19.0776777648926,2011,1
16.0669998931885,2011,2
13.1507093048095,2011,3
9.40986686706541,2011,4
6.20580635070798,2011,5
5.1394666290283,2011,6
5.34580659866331,2011,7
7.54503221511841,2011,8
12.6979998016357,2011,9
16.7771617889404,2011,10
19.2110667419434,2011,11
22.9523876190185,2011,12
21.7459358215332,2012,1
18.2684134674072,2012,2
13.5087739562988,2012,3
10.0230667114258,2012,4
5.52632255554199,2012,5
5.06426664352416,2012,6
5.24890308380126,2012,7
8.46322555541991,2012,8
10.5667999649048,2012,9
15.4329029083252,2012,10
21.1054663085937,2012,11
19.8787091827392,2012,12
22.0854198455811,2013,1
19.0688568115234,2013,2
14.2530321884155,2013,3
9.76640007019041,2013,4
6.38000011444091,2013,5
4.78386657714841,2013,6
4.68812894821166,2013,7
6.39600009918213,2013,8
10.8989332580566,2013,9
14.1232260131836,2013,10
18.5091993713379,2013,11
18.7063228607178,2013,12
22.2335482788086,2014,1
19.849143371582,2014,2
13.6682583236694,2014,3
9.05786655426023,2014,4
5.73729019165037,2014,5
4.51360008239743,2014,6
4.92735490798948,2014,7
8.81393543243406,2014,8
12.4677333068848,2014,9
15.5941934585572,2014,10
20.0520004272461,2014,11
19.5090327453613,2014,12
20.4388393402099,2015,1
18.4792864227295,2015,2
12.3743223190308,2015,3
9.7274666213989,2015,4
5.7072257041931,2015,5
5.08200000762939,2015,6
5.48503227233885,2015,7
8.45845172882077,2015,8
12.1132000350952,2015,9
17.8063227844238,2015,10
18.1726665496826,2015,11
24.2885165405274,2015,12
20.0876126098632,2016,1
18.9292419433594,2016,2
12.1710967636108,2016,3
9.36533317565918,2016,4
5.54167737960815,2016,5
4.09146665573119,2016,6
4.65199995040892,2016,7
8.0463228416443,2016,8
10.5446664047241,2016,9
16.1598705291748,2016,10
18.6909334564209,2016,11
20.8096768951416,2016,12
21.6176777648926,2017,1
17.4669997406006,2017,2
14.163355140686,2017,3
9.18253318786621,2017,4
5.34735498428344,2017,5
4.50239999771118,2017,6
5.16167736053466,2017,7
7.87225818634033,2017,8
10.464666557312,2017,9
14.8452904510498,2017,10
21.7772003936768,2017,11
20.6340642547608,2017,12
22.5974190521241,2018,1
17.8865716552735,2018,2
13.447871208191,2018,3
9.51066650390629,2018,4
5.85600013732911,2018,5
5.24279996871948,2018,6
5.18425788879396,2018,7
7.63458051681519,2018,8
12.4673335266114,2018,9
15.7121287536621,2018,10
16.3039994430542,2018,11
21.9078707885743,2018,12
23.4323866271973,2019,1
17.8949999237061,2019,2
12.6643868637085,2019,3
9.67426658630376,2019,4
5.23896781921387,2019,5
4.6666665840149,2019,6
4.57935476303102,2019,7
7.57148380279543,2019,8
12.0406663894653,2019,9
16.8018064117432,2019,10
16.8405331420899,2019,11
22.6205160522462,2019,12
