"test","year","month"
55.4187103271485,1991,1
51.0137147521973,1991,2
55.6425814819336,1991,3
66.2399983215334,1991,4
68.3427117919924,1991,5
72.3152001953128,1991,6
73.2934188842778,1991,7
74.1988372802738,1991,8
67.6776016235353,1991,9
57.6016772460938,1991,10
61.5035997009278,1991,11
55.4516125488282,1991,12
60.4640008544923,1992,1
53.5001383972169,1992,2
58.6544517517091,1992,3
69.2117343139652,1992,4
69.2357431030277,1992,5
69.1249316406254,1992,6
75.5929043579106,1992,7
72.2432235717777,1992,8
66.1916021728519,1992,9
55.8993559265138,1992,10
57.9990658569338,1992,11
53.5483869934083,1992,12
56.6117410278321,1993,1
56.4432859802248,1993,2
58.6326460266116,1993,3
63.5202665710451,1993,4
73.5361312866214,1993,5
78.9623977661138,1993,6
74.13883972168,1993,7
70.7276153564457,1993,8
61.8613322448732,1993,9
65.0452922058107,1993,10
60.4097331237793,1993,11
59.3616777038575,1993,12
56.8834844970703,1994,1
56.0102862548829,1994,2
53.6118701171876,1994,3
68.5850659179689,1994,4
77.2095480346684,1994,5
70.1690676879887,1994,6
75.7545828247076,1994,7
72.2984521484379,1994,8
66.7105328369143,1994,9
55.9576765441894,1994,10
60.1353337097168,1994,11
43.8001284790038,1994,12
53.8334190368654,1995,1
55.2734275817872,1995,2
67.6407748413088,1995,3
70.0222683715823,1995,4
67.9529013061524,1995,5
72.8906680297854,1995,6
75.0085180664067,1995,7
69.4148379516605,1995,8
61.9548005676271,1995,9
56.3076132202149,1995,10
54.6098660278321,1995,11
54.6419361877442,1995,12
53.6761285400392,1996,1
55.0968283081055,1996,2
59.2929040527346,1996,3
68.88413269043,1996,4
70.0491635131837,1996,5
70.4956008911136,1996,6
69.5170327758793,1996,7
70.190710449219,1996,8
67.8762689208987,1996,9
68.3636129760746,1996,10
62.2547987365726,1996,11
58.1650317382815,1996,12
52.8039991760255,1997,1
54.9321438598634,1997,2
65.8159986877446,1997,3
68.6250643920901,1997,4
72.6753573608403,1997,5
69.927864685059,1997,6
78.5203869628912,1997,7
77.1292889404301,1997,8
67.0113337707522,1997,9
58.1085165405274,1997,10
54.8517320251465,1997,11
57.063741912842,1997,12
51.8317419433597,1998,1
52.1857138061522,1998,2
59.5761282348635,1998,3
73.4042666625979,1998,4
71.3771615600589,1998,5
72.6328024291997,1998,6
75.1110964965826,1998,7
64.4678726196293,1998,8
69.102264709473,1998,9
67.9354823303226,1998,10
56.4271987915042,1998,11
57.0291613769534,1998,12
52.7411621093751,1999,1
65.5074291992191,1999,2
64.0887736511234,1999,3
67.4857342529301,1999,4
80.3758737182622,1999,5
73.8921337890629,1999,6
72.900260009766,1999,7
71.4012915039066,1999,8
66.8485357666018,1999,9
61.8576782226565,1999,10
58.1029330444339,1999,11
53.7748382568362,1999,12
54.0744525146486,2000,1
49.3786199951172,2000,2
58.2310968017581,2000,3
64.2810684204105,2000,4
75.3614205932622,2000,5
73.9521319580083,2000,6
74.5050302124028,2000,7
65.7997406005864,2000,8
70.4258691406255,2000,9
63.8436122131352,2000,10
53.292266082764,2000,11
57.5068383789067,2000,12
52.4063223266604,2001,1
51.5451431274417,2001,2
61.5570326232914,2001,3
65.8402655029301,2001,4
68.4960017395024,2001,5
78.0936019897465,2001,6
68.0606471252447,2001,7
72.1931631469731,2001,8
66.1818679809574,2001,9
65.7433561706547,2001,10
62.0306655883792,2001,11
62.3931614685062,2001,12
60.2547097778323,2002,1
58.3699992370609,2002,2
58.1491625976566,2002,3
61.2506651306155,2002,4
66.7189663696292,2002,5
76.4682650756841,2002,6
78.8105795288091,2002,7
75.3254196166998,2002,8
69.1920001220708,2002,9
65.6047737121586,2002,10
54.1034678649903,2002,11
60.8830972290042,2002,12
53.4442578125003,2003,1
53.4990010070803,2003,2
59.8704504394535,2003,3
62.5751992797854,2003,4
70.8565167236331,2003,5
77.6557315063482,2003,6
74.9252908325201,2003,7
73.560773620606,2003,8
71.4007983398443,2003,9
61.824904174805,2003,10
52.0099995422365,2003,11
54.7690325927737,2003,12
60.8615469360356,2004,1
54.9157234191897,2004,2
60.8824511718753,2004,3
68.296265869141,2004,4
74.1704531860355,2004,5
79.8521328735357,2004,6
74.7163867187506,2004,7
70.8785784912114,2004,8
72.3906680297855,2004,9
60.0067114257815,2004,10
61.2353326416019,2004,11
55.6455493164066,2004,12
57.1345803833011,2005,1
55.5780000305178,2005,2
59.154194030762,2005,3
67.0430679321293,2005,4
73.1076126098638,2005,5
73.7330651855473,2005,6
77.9509658813483,2005,7
74.5811630249029,2005,8
67.6613340759281,2005,9
66.317676086426,2005,10
59.2773345947268,2005,11
61.7237408447269,2005,12
53.4597415161135,2006,1
62.134142608643,2006,2
58.2699337768557,2006,3
71.3294692993168,2006,4
71.6397448730473,2006,5
74.0388003540045,2006,6
73.6127752685551,2006,7
71.7104519653324,2006,8
66.7333332824711,2006,9
59.4847747802739,2006,10
56.6381335449222,2006,11
52.5138066101078,2006,12
58.3143225097659,2007,1
47.2192849731446,2007,2
59.174452209473,2007,3
59.8753326416018,2007,4
72.8501919555667,2007,5
66.8180021667486,2007,6
70.8127770996099,2007,7
74.0508367919926,2007,8
67.328000030518,2007,9
64.7116122436526,2007,10
52.2228009033204,2007,11
58.830967102051,2007,12
51.3903219604494,2008,1
53.0942062377932,2008,2
54.0754850769044,2008,3
67.6537341308598,2008,4
76.0531622314457,2008,5
72.3578692626957,2008,6
71.6550964355474,2008,7
74.3858059692388,2008,8
71.8598657226568,2008,9
63.1237437438968,2008,10
59.9606680297854,2008,11
61.4913555908207,2008,12
53.233676300049,2009,1
54.195286407471,2009,2
63.7881301879886,2009,3
69.7620007324223,2009,4
72.0014190673832,2009,5
74.090667419434,2009,6
75.7869696044927,2009,7
76.0633566284184,2009,8
67.947200317383,2009,9
58.9878706359866,2009,10
56.2173330688477,2009,11
59.0387104797366,2009,12
53.9383222961429,2010,1
53.9275723266604,2010,2
59.8480003356936,2010,3
72.7309347534183,2010,4
71.6476116943364,2010,5
76.3954675292974,2010,6
75.9063232421881,2010,7
74.5329013061529,2010,8
74.2165365600591,2010,9
63.4509686279301,2010,10
61.0161325073245,2010,11
61.4820642089847,2010,12
58.700904388428,2011,1
62.4584283447268,2011,2
61.4778054809574,2011,3
67.1431991577152,2011,4
74.8899356079106,2011,5
73.3011999511722,2011,6
74.7796139526371,2011,7
72.3634866333011,2011,8
69.2438645935064,2011,9
58.0301934814455,2011,10
63.41186706543,2011,11
54.3806457519533,2011,12
56.414194030762,2012,1
56.1398614501955,2012,2
63.7032270812992,2012,3
69.3406695556645,2012,4
78.8383239746098,2012,5
75.6797335815436,2012,6
74.860774841309,2012,7
75.42761505127,2012,8
67.974668426514,2012,9
57.5148391723632,2012,10
52.4866665649414,2012,11
56.4010327148439,2012,12
51.8323866271972,2013,1
55.1707135009768,2013,2
58.7187092590334,2013,3
66.9330654907231,2013,4
71.547356872559,2013,5
71.7646661376957,2013,6
76.8588381958012,2013,7
76.8343218994145,2013,8
70.0849316406253,2013,9
67.998839874268,2013,10
60.648001098633,2013,11
60.2245152282717,2013,12
52.7047723388673,2014,1
54.0787155151368,2014,2
64.4744522094729,2014,3
70.317998657227,2014,4
77.685162353516,2014,5
77.54866973877,2014,6
75.7545831298833,2014,7
69.9992266845708,2014,8
67.0284024047856,2014,9
62.6495497131351,2014,10
58.0438653564456,2014,11
61.2701942443849,2014,12
58.2007754516604,2015,1
55.5157151794435,2015,2
67.8821942138676,2015,3
67.3494656372074,2015,4
73.5214212036135,2015,5
74.3212017822268,2015,6
75.7832266235356,2015,7
68.5202563476566,2015,8
63.8541346740724,2015,9
52.4939360046387,2015,10
61.3344010925297,2015,11
52.8249029541018,2015,12
51.8139343261722,2016,1
60.7216545104985,2016,2
60.0929039001468,2016,3
67.9369332885747,2016,4
75.007095947266,2016,5
76.461201782227,2016,6
75.9108389282231,2016,7
71.4596096801762,2016,8
71.0370657348637,2016,9
65.4778074646001,2016,10
64.0346687316899,2016,11
60.0110986328128,2016,12
59.7634828186038,2017,1
59.7962849426274,2017,2
59.1375476074221,2017,3
67.571598052979,2017,4
74.2507089233403,2017,5
77.3270690917975,2017,6
75.0520004272467,2017,7
73.349034118653,2017,8
74.2105310058599,2017,9
64.6437402343753,2017,10
51.3655993652345,2017,11
56.6100645446778,2017,12
48.5361302185058,2018,1
54.6652857971192,2018,2
61.8929031372072,2018,3
66.3705313110353,2018,4
71.985806884766,2018,5
72.8673309326177,2018,6
77.0961309814459,2018,7
72.4896780395513,2018,8
71.1969335937506,2018,9
60.2406446838381,2018,10
62.2177319335941,2018,11
54.0664517211915,2018,12
50.9538063049318,2019,1
60.1571429443363,2019,2
61.7961283874515,2019,3
67.2340007019047,2019,4
74.8219360351567,2019,5
75.5853323364263,2019,6
78.8363879394537,2019,7
73.814191589356,2019,8
66.081332550049,2019,9
52.4463221740722,2019,10
60.8398683166505,2019,11
52.8512257385254,2019,12
