  Yr, Mn,Date,C13,seasonally adjusted,fit,seasonally adjusted fit,C13  filled,seasonally adjusted filled
2019,3,2019.2027,-8.39,-8.4,-8.44,-8.44,-8.39,-8.4
2019,4,2019.2877,-8.47,-8.47,-8.44,-8.44,-8.47,-8.47
2019,5,2019.3699,-99.99,-99.99,-8.45,-8.45,-8.45,-8.45
2019,6,2019.4548,-99.99,-99.99,-8.46,-8.45,-8.46,-8.45
2019,7,2019.537,-8.5,-8.5,-8.46,-8.46,-8.5,-8.5
2019,8,2019.6219,-8.46,-8.45,-8.47,-8.46,-8.46,-8.45
2019,9,2019.7068,-99.99,-99.99,-8.48,-8.47,-8.48,-8.47
2019,10,2019.789,-8.47,-8.46,-8.48,-8.48,-8.47,-8.46
2019,11,2019.874,-8.45,-8.45,-8.49,-8.48,-8.45,-8.45
2019,12,2019.9562,-8.52,-8.52,-8.49,-8.49,-8.52,-8.52
2020,1,2020.041,-8.48,-8.49,-8.5,-8.5,-8.48,-8.49
2020,2,2020.1257,-8.53,-8.54,-8.5,-8.51,-8.53,-8.54
2020,3,2020.2049,-8.5,-8.51,-8.51,-8.52,-8.5,-8.51
2020,4,2020.2896,-99.99,-99.99,-8.51,-8.52,-8.51,-8.52
2020,5,2020.3716,-99.99,-99.99,-8.52,-8.52,-8.52,-8.52
2020,6,2020.4563,-8.53,-8.53,-8.52,-8.52,-8.53,-8.53
2020,7,2020.5383,-8.55,-8.54,-8.52,-8.51,-8.55,-8.54
2020,8,2020.623,-8.47,-8.46,-8.52,-8.51,-8.47,-8.46
2020,9,2020.7077,-8.5,-8.49,-8.51,-8.5,-8.5,-8.49
2020,10,2020.7896,-8.49,-8.48,-8.51,-8.5,-8.49,-8.48
2020,11,2020.8743,-8.52,-8.52,-8.5,-8.5,-8.52,-8.52
2020,12,2020.9563,-99.99,-99.99,-8.49,-8.5,-8.49,-8.5
